Wall time,Step,Value
1746146513.1416614,1,1.6543999910354614
1746147254.9302716,1000,1.5597000122070312
1746147995.0046825,2000,1.5091999769210815
1746148732.6354203,3000,1.5063999891281128
1746149473.2640371,4000,1.5051000118255615
1746150211.0481267,5000,1.5052000284194946
1746150952.5209415,6000,1.5049999952316284
1746151691.0321918,7000,1.5088000297546387
1746152443.1763735,8000,1.5053999423980713
1746153199.3300898,9000,1.5033999681472778
1746153941.4881408,10000,1.5023000240325928
1746154681.2294967,11000,1.506100058555603
1746155416.4775968,12000,1.5092999935150146
1746204651.564908,13000,1.5056999921798706
1746205779.859271,14000,1.50600004196167
1746206553.1822233,15000,1.5048999786376953
1746207325.5833206,16000,1.506500005722046
1746208102.3573391,17000,1.5077999830245972
1746208875.6696198,18000,1.5052000284194946
1746209655.7950423,19000,1.5049999952316284
1746210417.6951334,20000,1.510200023651123
1746211174.829592,21000,1.507200002670288
1746211934.25991,22000,1.506700038909912
1746212699.6670809,23000,1.5063999891281128
1746213453.6201396,24000,1.5120999813079834
1746214205.0964499,25000,1.5074000358581543
1746214964.433256,26000,1.510699987411499
1746215717.225075,27000,1.5099999904632568
1746216465.7821887,28000,1.5094000101089478
1746217216.221774,29000,1.5146000385284424
1746217970.6147213,30000,1.5097999572753906
1746218728.784109,31000,1.5140999555587769
1746219484.2375817,32000,1.5110000371932983
1746220241.2515562,33000,1.5135999917984009
1746220995.566825,34000,1.513700008392334
1746221747.2562714,35000,1.5145000219345093
1746222497.1902447,36000,1.5117000341415405
1746223245.8616378,37000,1.5128999948501587
1746223994.7866035,38000,1.517199993133545
1746224744.2065432,39000,1.5154999494552612
1746225490.945249,40000,1.516700029373169
1746226243.4177067,41000,1.514799952507019
1746226992.9225116,42000,1.5149999856948853
1746227750.7342293,43000,1.5163999795913696
1746228504.3908474,44000,1.5157999992370605
1746229255.5801642,45000,1.5188000202178955
1746230006.5671365,46000,1.5146000385284424
1746230755.5534523,47000,1.513800024986267
1746231504.6044478,48000,1.520300030708313
1746232255.6674778,49000,1.5163999795913696
1746233008.892711,50000,1.5148999691009521
1746233760.4557683,51000,1.5161000490188599
1746234507.177179,52000,1.5200999975204468
1746235251.7005234,53000,1.516700029373169
1746236003.071829,54000,1.5170999765396118
1746236746.9177485,55000,1.5162999629974365
1746237494.498828,56000,1.517199993133545
1746238242.7383897,57000,1.513800024986267
1746238984.7676725,58000,1.5185999870300293
1746239731.9987428,59000,1.5182000398635864
1746240478.308517,60000,1.5149999856948853
1746241224.0615048,61000,1.5168999433517456
1746241968.0716667,62000,1.5152000188827515
1746242717.7644267,63000,1.5151000022888184
1746243464.463552,64000,1.5180000066757202
1746244208.1536446,65000,1.5198999643325806
1746244952.461711,66000,1.5156999826431274
1746245696.4652975,67000,1.518399953842163
1746246449.4945707,68000,1.5180000066757202
1746247200.8946128,69000,1.5134999752044678
1746247948.6393266,70000,1.5181000232696533
1746249054.8467634,71000,1.517699956893921
1746249829.6564503,72000,1.5155999660491943
1746250595.1627488,73000,1.5156999826431274
1746251361.7262912,74000,1.516700029373169
1746252125.33793,75000,1.517799973487854
1746252893.007625,76000,1.513700008392334
1746253653.3748002,77000,1.5159000158309937
1746254416.4161334,78000,1.5175000429153442
1746255181.9592967,79000,1.5145000219345093
1746255946.8667219,80000,1.5166000127792358
1746256711.1644723,81000,1.5104000568389893
1746257471.9299886,82000,1.5191999673843384
1746258236.1661334,83000,1.5161000490188599
1746258998.4971592,84000,1.5124000310897827
1746259756.491009,85000,1.5163999795913696
1746260519.2775187,86000,1.5119999647140503
1746261279.660313,87000,1.5128999948501587
1746262039.1938813,88000,1.5154999494552612
1746262800.373863,89000,1.5126999616622925
1746263558.1921282,90000,1.5125999450683594
1746264318.8803096,91000,1.5180000066757202
1746265070.7413235,92000,1.5146000385284424
1746265828.4030728,93000,1.5140999555587769
1746266587.5998726,94000,1.5153000354766846
1746267343.447417,95000,1.5117000341415405
1746268099.0314527,96000,1.5119999647140503
1746268850.9484773,97000,1.5135999917984009
1746269601.8508549,98000,1.5125000476837158
1746270348.4131453,99000,1.5091999769210815
1746271100.803915,100000,1.5110000371932983
1746271849.2233744,101000,1.5095000267028809
1746272597.5777817,102000,1.5103000402450562
1746273345.9718974,103000,1.51419997215271
1746274093.578047,104000,1.5135999917984009
1746274837.1536274,105000,1.5157999992370605
1746275578.5271094,106000,1.5151000022888184
1746276318.9828916,107000,1.5116000175476074
1746277072.393864,108000,1.5117000341415405
1746277829.744956,109000,1.5117000341415405
1746278577.3448894,110000,1.510699987411499
1746279322.7188725,111000,1.5111000537872314
1746280065.4711788,112000,1.509600043296814
1746280807.842669,113000,1.5097999572753906
1746281549.0019872,114000,1.5145000219345093
1746282289.8237534,115000,1.5119999647140503
1746283031.3480241,116000,1.5104000568389893
1746283774.2029612,117000,1.510699987411499
1746284513.5824583,118000,1.5133999586105347
1746285268.0122304,119000,1.5083999633789062
1746286014.311911,120000,1.5082999467849731
1746286757.4359608,121000,1.5099999904632568
1746287497.0631196,122000,1.5121999979019165
1746288237.3016105,123000,1.5121999979019165
1746288980.965662,124000,1.507599949836731
1746289726.240751,125000,1.5113999843597412
1746290470.0398371,126000,1.513100028038025
1746291215.8547308,127000,1.51010000705719
1746292320.3045483,128000,1.5083999633789062
1746293098.590352,129000,1.5119999647140503
1746293878.0452902,130000,1.5091999769210815
1746294638.9551535,131000,1.507200002670288
1746295388.0725405,132000,1.511199951171875
1746296136.2557242,133000,1.5068000555038452
1746296883.8913622,134000,1.5078999996185303
1746297631.9755878,135000,1.511199951171875
1746298381.0564277,136000,1.5118999481201172
1746299129.2150393,137000,1.5068000555038452
1746299878.4012082,138000,1.5135999917984009
1746300625.8456824,139000,1.5113999843597412
1746301372.5150099,140000,1.5120999813079834
1746302120.4883926,141000,1.5078999996185303
1746302865.0885296,142000,1.5104000568389893
1746303610.353105,143000,1.5090999603271484
1746304359.3692503,144000,1.5118000507354736
1746305107.7941623,145000,1.5113999843597412
1746305861.013879,146000,1.5118000507354736
1746306607.889789,147000,1.5095000267028809
1746307358.1371267,148000,1.507699966430664
1746308107.5128005,149000,1.5109000205993652
1746308854.6776445,150000,1.5094000101089478
1746309600.8839858,151000,1.5083999633789062
1746310345.5015013,152000,1.5091999769210815
1746311092.9783778,153000,1.5082000494003296
1746311840.4554105,154000,1.507200002670288
1746312587.0308673,155000,1.5052000284194946
1746313334.1111534,156000,1.5051000118255615
1746314075.7478862,157000,1.5095000267028809
1746314821.4611127,158000,1.5062999725341797
1746315567.6363316,159000,1.5063999891281128
1746316312.249189,160000,1.5061999559402466
1746317055.1761036,161000,1.5073000192642212
1746317797.6392217,162000,1.5087000131607056
1746318544.2457275,163000,1.5055999755859375
1746319297.8791153,164000,1.5087000131607056
1746320053.093312,165000,1.506700038909912
1746320804.6658323,166000,1.506100058555603
1746321558.7706847,167000,1.507599949836731
1746322305.266163,168000,1.5094000101089478
1746323054.557718,169000,1.5032999515533447
1746323799.5878103,170000,1.507099986076355
1746324547.4454317,171000,1.5054999589920044
1746325291.5359144,172000,1.5047999620437622
1746326036.6945317,173000,1.5082000494003296
1746326777.7965896,174000,1.5080000162124634
1746327518.3966138,175000,1.503600001335144
1746328255.766144,176000,1.5052000284194946
